FinSentS_SP500,2016-11-01 23:15:32,2016-11-01 23:15:32,"$ MMM :US Swiss National Bank Buys 96,300 Shares of 3M Co. (MMM) #3M CO http:// tinyurl.com/zyojkkl #SP500"
electronic_eqpt,2016-11-01 18:20:32,2016-11-01 18:20:32,"#3M 's Ceradyne Subsidiary to Build Helmets, Armor Inserts for Army Soldier Protection System. Read more: http:// owler.us/abM4Yy $ MMM"
WatchlistN,2016-11-01 15:44:37,2016-11-01 15:44:37,3M Co. $ MMM Rating Lowered to Sell at Zacks Investment Research http:// zpr.io/Pgc7w
finzine,2016-11-01 14:59:12,2016-11-01 14:59:12,"$ MMM 3M CO Files SEC form 10-Q, Quarterly Report http:// biz.yahoo.com/e/161101/mmm10 -q.html …"
flyingtrades,2016-11-01 14:59:02,2016-11-01 14:59:02,$ MMM : New SEC Filing for MMM: Form 10-Q (No. 0001558370-16-008937): http:// stocknewsflow.com/66740_00015583 7016008937_0001558370-16-008937 … pic.twitter.com/P1ZmtePrXb
Allstocknews,2016-11-01 14:43:32,2016-11-01 14:43:32,$ MMM 3M - 10-Q (Quarterly Report) SEC Filing From our Stock News Alerts App
confcalltran,2016-11-01 14:41:38,2016-11-01 14:41:38,3M Company Just Filed Its Quarterly Report: ... http://www. conferencecalltranscripts.org/Q/summary/?id= 3195564 … $ MMM
stockmonitorapp,2016-11-01 13:15:38,2016-11-01 13:15:38,Heads up! $ MRK $ DVN $ MMM price is approaching 60 day low. Will it hold? http:// dlvr.it/MZF1jF #stocks pic.twitter.com/3TMJ1lp1V8
Parkforsyth,2016-11-01 12:33:49,2016-11-01 12:33:49,DJIA has returned 4.1% YTD. This performance is remarkably narrow: 17% (5) of the names comprise 87% of the gains. $ UNH $ CAT $ IBM $ MMM $ CVX
stockbard,2016-11-01 12:18:55,2016-11-01 12:18:55,$ MMM ! $ BIT $ FOR $ ADS $ ACE $ ONE $ FIG
Allstocknews,2016-11-01 12:00:41,2016-11-01 12:00:41,$ MMM 3M - 3M Subsidiary Wins Contracts for Two U.S. Army Soldier Protection Programs From our Stock News Alerts App
Top_Dow_Stocks,2016-11-01 07:20:25,2016-11-01 07:20:25,#Dow #stocks $ MMM 3M Co Daily:-0.28% Weekly:-3.49% YTD:11.95% Trend:25 / 100 http:// 12Stocks.com/MMM
stockbard,2016-11-01 06:48:57,2016-11-01 06:48:57,$ MS $ EXAM $ MMM ! $ HUBS $ ARE $ AXE $ IM $ EXAM
stockbard,2016-11-01 04:18:58,2016-11-01 04:18:58,$ BAM ! $ IT $ STAY $ MS $ RATE $ MMM ! $ MEN $ ARE $ TEN $ ADS $ BAM !
easymoneytrader,2016-11-01 01:44:56,2016-11-01 01:44:56,"Carl Icahn: ""One Day You'll See A Break Like A Few Weeks Ago But The Market Won't Come Back"" $ MSFT $ INTC $ IBM $ BA $ JNJ $ KO $ GE $ GM $ MMM $ SPX"
ZolmaxNews,2016-11-01 23:26:00,2016-11-01 23:26:00,Abbott Laboratories $ ABT Stake Maintained by Integrated Wealth Counsel LLC http:// zpr.io/PgvVL
WKRBNews,2016-11-01 22:46:21,2016-11-01 22:46:21,Auxier Asset Management Maintains Stake in Abbott Laboratories $ ABT http:// zpr.io/Pgvkp
thelegacynewswi,2016-11-01 21:43:29,2016-11-01 21:43:29,Synovus Financial Corp Raises Position in Abbott Laboratories $ ABT http:// zpr.io/Pgvhf
JorelLaraKalel,2016-11-01 20:43:02,2016-11-01 20:43:02,"Pharma Stocks Crushed Under Election Rhetoric, but Top Analysts Say Buy These 4 Now $ ABBV $ ABT $ LLY $ MRK http:// bit.ly/2eYzbsV"
Briefingcom,2016-11-01 20:03:00,2016-11-01 20:03:00,Co’s that have issued #guidance in the last 30 days http:// bit.ly/28Lp6Al $ K $ D $ RCL $ TDC $ GRMN $ LMT $ SOHU $ MAN $ SON $ ABT $ CREE $ LII $ DFRG
StockTradePicks,2016-11-01 19:20:26,2016-11-01 19:20:26,How to profit big on weed microcap stocks. Read: http:// nasdaqnewsreports.blogspot.com/2016/10/the-gr een-gold-rush-on-marijuana.html … $ ABT $ AXP $ ACI $ UVXY $ RNN $ SNTA $ REM $ CYTR $ KSU
RolandTian,2016-11-01 18:06:04,2016-11-01 18:06:04,When Adversity Presents Opportunity: A Tale Of 3 Stocks http:// seekingalpha.com/article/401720 2-adversity-presents-opportunity-tale-3-stocks?source=tweet … $ ABT $ MKC $ NKE $ SHW
rb_trader,2016-11-01 15:51:38,2016-11-01 15:51:38,$ BAC $ AAPL $ ABT $ APC pic.twitter.com/VZ59NZ0RP9
SweetPlatform,2016-11-01 15:38:34,2016-11-01 15:38:34,"ABT Top news - Nov 1st, 2016 $ ABT http:// https:// goo.gl/X7wvt7"
SpeedyCalls,2016-11-01 15:08:11,2016-11-01 15:08:11,"$ ABT 43 Calls SELLING Activity expiring on 20th Jan, Vol 4000"
BigAlerts,2016-11-01 13:46:27,2016-11-01 13:46:27,Abbott Laboratories hits a 1 quarter low http:// tinyurl.com/hpeztxm $ ABT #AbbottLaboratories pic.twitter.com/t22nlN4a9c
OptionRunners,2016-11-01 13:40:53,2016-11-01 13:40:53,$ ABT broke below $39.22. $ EMN broke above $72.64 https:// twitter.com/OptionRunners/ status/793235760212168705 …
Drugdoctor2014,2016-11-01 12:41:33,2016-11-01 12:41:33,$ KAYS +10%-Mon-Red Hot Marijuana-Oregon Chain Stores $ PG $ MRK $ MYL $ VRX $ VRTX $ BIIB $ BMY $ JNJ $ CELG $ AKRX $ REGN $ JNJ $ PFE $ GSK $ LLY $ ABT pic.twitter.com/v3OCDCR4rF
StockTradePicks,2016-11-01 12:38:23,2016-11-01 12:38:23,Option trading signal alerts with over 70% accuracy. Read: http:// nasdaqnewsreports.blogspot.com/2016/10/option -trading-signals-for-aapl-goog-fb.html … $ ABT $ AXP $ ACI $ UAL $ GGN $ MDVN $ BLMN $ CBL $ TCX
Drugdoctor2014,2016-11-01 12:11:06,2016-11-01 12:11:06,"$ ARLZ $4.10 NEWS-Completes acq. of Metoprolol XL for $175,000,000-Stock rated $11 by Zacks! $ AKRX $ REGN $ JNJ $ PFE $ GSK $ LLY $ ABT $ SNY $ NVO pic.twitter.com/zCj1xtGtlt"
NateOnStocks,2016-11-01 12:01:02,2016-11-01 12:01:02,$ ABT #pharma http:// bit.ly/2fAaRRv
xfinstocks2016,2016-11-01 05:40:03,2016-11-01 05:40:03,KO Broadcom Ltd. Summary Read More --> http:// dlvr.it/MZ72P4 $ KO $ XLF $ ABT #pennystocks
stockpickerof21,2016-11-01 05:39:32,2016-11-01 05:39:32,ABT Atmos Energy Corp. Ask Size Read More --> http:// dlvr.it/MZ721J $ ABT $ XLF $ SYMC #tradeideas
stock_forums,2016-11-01 03:48:33,2016-11-01 03:48:33,If you follow $ CTS Check out this site! ----> http:// dlvr.it/MZ5mD9 $ DRNA $ TYPE $ TRVN $ ABT
_it_services,2016-11-01 03:01:50,2016-11-01 03:01:50,#AbsoluteSoftware St. Joseph Home Care Network Confident of HIPAA Compliance with Absolute DDS. Read Blog: http:// owler.us/abMKR4 $ ABT
ForexBTC,2016-11-01 02:02:07,2016-11-01 02:02:07,Abbot Labs $ ABT http:// dlvr.it/MZ4Zzs powered by http:// bit.do/TradOTO
PolgarStocks,2016-11-01 01:40:08,2016-11-01 01:40:08,If you follow $ TNK What do you think about it? ----> http:// dlvr.it/MZ4LLm $ OCUL $ ABT $ FOSL $ OFS
jmleray,2016-11-01 21:43:35,2016-11-01 21:43:35,October Update: Dividend Growth Portfolio Is Up Almost 8% For The Year http:// seekingalpha.com/article/401774 9-october-update-dividend-growth-portfolio-almost-8-percent-year?source=tweet … $ ABBV $ AFL $ BA $ CMI $ COP $ CSCO $ CVS $ CVX
DewDiligence,2016-11-01 20:14:26,2016-11-01 20:14:26,Table—3Q16 Harvoni/Epclusa vs Viekira vs Zepatier (stratified by US/ex-US): http:// investorshub.advfn.com/boards/read_ms g.aspx?message_id=126235931 … $ GILD $ ABBV $ ENTA $ MRK
MarketsRecap,2016-11-01 20:09:03,2016-11-01 20:09:03,November 2016 Stock Considerations $ CAH $ UL $ VFC $ WFC $ TROW $ ABBV $ ORI https:// goo.gl/x4E6Oz
1stOncology,2016-11-01 19:52:00,2016-11-01 19:52:00,#AbbVie World-Wide Sales for #IMBRUVICA was 501m USD in Q3 2016 (Up 65%) $ ABBV http://www. 1stoncology.com/blog/abbvie-re ports-third-quarter-2016-financial-results …
DividendSheet,2016-11-01 19:04:49,2016-11-01 19:04:49,9 Cheapest Large Cap Healthcare Dividend Stocks - https:// goo.gl/zlFqRo - $ ABBV $ AET $ AMGN $ AZN $ CVS $ DGX $ GILD $ GSK $ NVS $ PFE $ SHPG $ TEVA
ideagenerator01,2016-11-01 17:36:57,2016-11-01 17:36:57,"$ PFE , $ ABBV , $ AMGN Panic in Pharma/Biotech http:// seekingalpha.com/article/401763 4-pfizer-superior-choice-amgen-abbvie?v=1478020897&commenter=1&comments=show …"
RussellKBrett,2016-11-01 17:07:47,2016-11-01 17:07:47,$ PFE $ AMGN $ ABBV $ AZN $ JNJ $ REGN $ SNY $ AGN Pfizer Is A Superior Choice Over Amgen And Abbvie: http://www. seekingalpha.com/article/4017634
WatchlistN,2016-11-01 16:52:36,2016-11-01 16:52:36,AbbVie Inc. $ ABBV Downgraded by Credit Suisse Group AG to Neutral http:// zpr.io/Pgc2S
biotech_forum,2016-11-01 15:18:09,2016-11-01 15:18:09,"Biotech Forum Daily Digest: Election Worries Overblown, Earnings Reports Pour In, Spotlight... http:// seekingalpha.com/article/401711 3-biotech-forum-daily-digest-election-worries-overblown-earnings-reports-pour-spotlight-akebia?source=tweet … $ ABBV $ AKBA $ ALDR"
CROW633,2016-11-01 14:20:37,2016-11-01 14:20:37,"Aging Biologics Franchises Stumble On Price Worries https:// seekingalpha.com/article/401752 9?source=ansh … $ NVO , $ AMGN , $ ABBV"
tgtxdough,2016-11-01 14:19:42,2016-11-01 14:19:42,JEFF $ ABBV Humira Is Not Enbrel; Reiterate AbbVie As Top Pick In Large Cap Pharma-confident Humira double digit growth through 2017/18
optioncharts,2016-11-01 14:11:17,2016-11-01 14:11:17,$ AMGN $ QQQ $ ABBV options have the largest change in volume. Free options screener. http:// bit.ly/1sMykla
FoxofWallST,2016-11-01 13:39:31,2016-11-01 13:39:31,Standard Chartered's Precarious Balancing Act: Standard Chartered is investing to lift reve... http:// on.wsj.com/2f90XUg $ PSID $ ABBV $ CBPO
Ticker_Junkie,2016-11-01 13:25:48,2016-11-01 13:25:48,Long-term oversold potential gainers $ GE $ KMI $ T $ ABBV
HFTAlert,2016-11-01 13:10:34,2016-11-01 13:10:34,$ ABBV Accumulators showing heavy buying the past two days into weakness. pic.twitter.com/AXI1KCht5V
theflynews,2016-11-01 12:51:46,2016-11-01 12:51:46,William Blair downgrades Vertex with competition looming $ VRTX $ ABBV $ GLPG $ PTI : Full Story http:// bit.ly/2eQcBFd
AnalystWire,2016-11-01 11:16:35,2016-11-01 11:16:35,AbbVie $ ABBV : Reiterating Top Pick - Jefferies http:// streetinsider.com/r/12189312
FoxofWallST,2016-11-01 09:53:49,2016-11-01 09:53:49,Panasonic: A Safer Bet on Tesla Than Tesla Itself: A plunge in Panasonic’s shares offers a ... http:// on.wsj.com/2f57NvZ $ PSID $ ABBV $ CBPO
thejudgewill451,2016-11-01 03:45:05,2016-11-01 03:45:05,"ERX CGrowth Capital, Inc. Chart Read More --> http:// dlvr.it/MZ5jZT $ ERX $ ABBV $ IYR #finance"
JaguarAnalytics,2016-11-01 02:02:00,2016-11-01 02:02:00,"When both $ AMGN and $ ABBV are indicating slower brand drug inflation, we wonder how that shapes the fundamental outlook of $ WBA and $ CVS"
FoxofWallST,2016-11-01 02:01:54,2016-11-01 02:01:54,Oil Is Slicker Than Water at GE: General Electric is dumping its water business while combi... http:// on.wsj.com/2eNivXm $ PSID $ ABBV $ CBPO
vanja180700,2016-11-01 01:48:08,2016-11-01 01:48:08,Why Is Valeant Down? http:// seekingalpha.com/article/401670 2-valeant?source=tweet … $ ABBV $ ABC $ AMGN $ ARIA $ CAH $ HZNP $ IBB $ MCK $ SGYP $ VRX
masterofstocks1,2016-11-01 01:32:03,2016-11-01 01:32:03,DXJ Barrick Gold Corp. Tick Read More --> http:// dlvr.it/MZ4H5C $ DXJ $ ABBV $ NEM #stock
optioncharts,2016-11-01 00:57:59,2016-11-01 00:57:59,$ AMGN $ QQQ $ ABBV options have the largest change in volume. Free options screener. http:// bit.ly/1sMykla
HepCMe,2016-11-01 00:26:18,2016-11-01 00:26:18,AbbVie: 4.5% Yield http:// seekingalpha.com/article/401722 3-abbvie-4_5-percent-yield?source=tweet … $ GILD $ ABBV
pharma_sector,2016-11-01 00:02:25,2016-11-01 00:02:25,#AbbVie drops further on below-expected third-qtr revenue. Read more: http:// owler.us/abMQQd $ ABBV
intercooleronli,2016-11-01 23:10:46,2016-11-01 23:10:46,Cambridge Trust Co. Sells 897 Shares of Accenture PLC $ ACN http:// zpr.io/PgvcP
DozenStocks,2016-11-01 23:01:30,2016-11-01 23:01:30,S&P100 #Stocks Trend $ CVX $ NEE $ TWX $ GS $ BA $ FOXA $ USB $ MA $ TXN $ BK $ JPM $ EMR $ COP $ ACN $ AXP $ CELG $ MSFT $ QCOM @http:// 12Stocks.com/sp100
midetimes,2016-11-01 20:56:15,2016-11-01 20:56:15,Accenture PLC $ ACN Shares Bought by Heritage Wealth Advisors http:// mideasttime.com/?p=1366741
confcalltran,2016-11-01 20:08:55,2016-11-01 20:08:55,"Accenture plc.'s Group Chief Exec-Growth Mkts just disposed of 18,732 shares http://www. conferencecalltranscripts.org/4/summary/?id= 3196724 … $ ACN"
TheExtraIncome,2016-11-01 18:59:48,2016-11-01 18:59:48,Predictable Companies Gurus Are Buying $ BAM $ APH $ AON $ AMZN $ AGO $ ACN $ AAPL http://www. gurufocus.com/news/456684/af fid/152113 …
mgmt_cons_ser,2016-11-01 18:12:31,2016-11-01 18:12:31,Dutch startup news update: #Accenture Innovation Awards and Samsung's startups. Read more: http:// owler.us/abM4TO $ ACN
stockboardinc,2016-11-01 17:02:05,2016-11-01 17:02:05,"$ ACN Accenture Acquires Realworld OO Systems B.V., a Leading Utilities Geographic Information System Busi... - http:// sbml.co/06c927aa"
lilnickysmith,2016-11-01 17:01:44,2016-11-01 17:01:44,$ ACN http://www. businesswire.com/news/home/2016 1101006324/en/ …
YamasutaTrader,2016-11-01 13:50:00,2016-11-01 13:50:00,"$ ACN - BUY Signal at 116.26 on Oct 31, 16 By http:// YaMasuta.com , Trading Robot#Stockstowatch #Stockmarket #trading #trade #investing"
StockTradePicks,2016-11-01 12:35:02,2016-11-01 12:35:02,Option trading signal alerts with over 70% accuracy. Read: http:// nasdaqnewsreports.blogspot.com/2016/10/option -trading-signals-for-aapl-goog-fb.html … $ GE $ AMGN $ VMW $ TGT $ KOG $ ACN $ STVF $ APH $ PXP $ TWLO
MyAlliesTrading,2016-11-01 12:00:51,2016-11-01 12:00:51,"$ ACN CMOs First in the Firing Line If Business Growth Targets Are Not Met, Accenture Strategy Study Finds https:// goo.gl/qQa84g"
mgmt_cons_ser,2016-11-01 11:52:06,2016-11-01 11:52:06,BRIEF- #Accenture acquires 2nd Road to strengthen strategy capabilities in Australia and New ... Read more: http:// owler.us/abM2s7 $ ACN
markcarson161,2016-11-01 04:37:33,2016-11-01 04:37:33,ACN Alibaba Group Holding Ltd. Company Info Read More --> http:// dlvr.it/MZ6KbH $ ACN $ GDX $ QTMM #pennystocks
WallStreetWires,2016-11-01 03:23:03,2016-11-01 03:23:03,$ ACN #Acquires 2nd Road to Strengthen Strategy Capabilities | @Businesswire | http:// tinyurl.com/hlsh92t #MnA pic.twitter.com/CGTXUrnx3U
mgmt_cons_ser,2016-11-01 01:15:32,2016-11-01 01:15:32,Microsoft second most loved brand in the US says Fjord and #Accenture study. Read more: http:// owler.us/abMPsG $ ACN
LaMonicaBuzz,2016-11-01 19:46:29,2016-11-01 19:46:29,EA earnings after the bell. Will be interesting to hear what $ EA says about holiday outlook for games. $ EA $ ATVI $ TTWO rallying this year.
StockTradePicks,2016-11-01 19:20:12,2016-11-01 19:20:12,How to profit big on weed microcap stocks. Read: http:// nasdaqnewsreports.blogspot.com/2016/10/the-gr een-gold-rush-on-marijuana.html … $ HD $ BBY $ ATVI $ UAL $ CY $ GGN $ EPRS $ MDVN $ CPRX
WatchlistN,2016-11-01 19:09:40,2016-11-01 19:09:40,Activision Blizzard Inc. $ ATVI to Release Earnings on Thursday http:// zpr.io/Pg425
RSOTC,2016-11-01 16:35:50,2016-11-01 16:35:50,$ ATVI Trade Entry & Setup - http:// tinyurl.com/h244evj
StockTwits,2016-11-01 16:19:09,2016-11-01 16:19:09,Upcoming earnings Tue- $ SQ $ GILD $ EA Wed- $ BABA $ FB $ FIT $ WFM $ MRO Thu- $ GPRO $ DDD $ SBUX $ TWLO $ ATVI Fri- $ REGN http:// stocktwits.com/eWhispers/mess age/65830040?utm_medium=community-twitter&utm_source=twitter.com&utm_campaign=outboundteam …
TraderSupreme,2016-11-01 15:46:06,2016-11-01 15:46:06,Millionaire trading student http:// goo.gl/LiNZQy made millions learning to trade from http:// goo.gl/xc2v9I $ VEEV $ CVX $ ILMN $ ATVI $ TLT
leahanneta,2016-11-01 15:24:41,2016-11-01 15:24:41,Volume Alert - ATVI 42.90 Activision Blizzard $ ATVI Hit a high today of 43.37 Closing the day 10:30 at 42.90 - http:// investorshangout.com/post/view?id=4 150742 …
KeeneOnMarket,2016-11-01 14:47:58,2016-11-01 14:47:58,Shorts: $ FIVE $ HAL $ TXRH $ HOG Longs: $ SNA $ EA $ ATVI
movies_ent,2016-11-01 14:22:03,2016-11-01 14:22:03,What to Expect from #ActivisionBlizzard Q3 Earnings?. Read more: http:// owler.us/abM3ia $ ATVI
newswithvalue,2016-11-01 13:47:03,2016-11-01 13:47:03,$ DEO $ AAPL $ ATVI : Opinion: These are the seven stupidest ETFs on the planet: http://www. StockNewsWires.com/2016/11/01/deo -aapl-atvi-opinion-these-are-the-seven-stupidest-etfs-on-the-planet/ …
Allstocknews,2016-11-01 13:01:53,2016-11-01 13:01:53,$ ATVI BlizzCon(R) Returns This Week! From our Stock News Alerts App
ProfectuSystems,2016-11-01 10:12:41,2016-11-01 10:12:41,Great trading models at Profectus Systems $ AAPL $ BAC $ PG $ YHOO $ CHK $ WFC $ FB $ CRM $ GE $ MRO $ NFLX $ AMZN $ TSLA $ SPY $ VLO $ JBLU $ ATVI $ AMD
Investing_Books,2016-11-01 10:03:55,2016-11-01 10:03:55,Picking Growth Stocks by T. Rowe Price Jr. http:// amzn.to/2cOwU3T $ AMD $ SIRI $ FB $ CRM $ BABA $ MNST $ ENDP $ TTWO $ ATVI
LloydCreekStock,2016-11-01 09:39:18,2016-11-01 09:39:18,$ ATVI Top Ranked Growth Stocks to Buy for October 31st http:// ift.tt/2fcCkV5
StockNewsWires,2016-11-01 08:27:03,2016-11-01 08:27:03,$ ATVI $ DIS : DraftKings And FanDuel May Need To Combine To Compete: http://www. StockNewsWires.com/2016/11/01/atv i-dis-draftkings-and-fanduel-may-need-to-combine-to-compete/ …
moneyandstocks,2016-11-01 07:01:50,2016-11-01 07:01:50,http:// goo.gl/grWm7T <-- This millionaire trader teaches stock trading strategy and he is the BEST $ ZUMZ $ ATVI $ BITA $ CNAT $ Z
Trade_Alertinto,2016-11-01 06:06:05,2016-11-01 06:06:05,New to trading and need to build your trading account FAST? Try my new amazon ebook http:// smq.tc/1L9EqyU $ ATVI $ RENT $ KERX
MarketDeclassd,2016-11-01 03:30:35,2016-11-01 03:30:35,Rotating this blog in honor of earnings season $ FB $ UA $ BABA $ NFLX $ AAPL $ PFE $ BP $ EA $ RGR $ TWX $ SBUX $ ATVI http://www. shortmetina.com/blog1/holding- into-earnings-to-play-or-not-to-play …
StockWebTrading,2016-11-01 02:21:45,2016-11-01 02:21:45,"$ AAPL $ AMAT $ AMGN $ AMTD $ AMZN $ ATVI Trade long or long+short positions from the #NASDAQ , up to 1500% since 2010. http://www. stocktradehome.com/Results.html"
wininstocks2014,2016-11-01 01:41:06,2016-11-01 01:41:06,If you follow $ ROL Share your thoughts here ----> http:// dlvr.it/MZ4M1Z $ ATVI $ EGP $ GNE $ HII
movies_ent,2016-11-01 01:33:27,2016-11-01 01:33:27,#ActivisionBlizzard Inc. Stake Cut by Navellier & Associates Inc. Read more: http:// owler.us/abMTc3 $ ATVI
movies_ent,2016-11-01 01:32:50,2016-11-01 01:32:50,"Signature Financial Management Inc. Has $361,000 Position in #ActivisionBlizzard Inc. (). Read more: http:// owler.us/abMTc1 $ ATVI"
stock_forums,2016-11-01 00:48:04,2016-11-01 00:48:04,If you follow $ CRZO See what others are saying! ----> http:// dlvr.it/MZ3m5q $ TYPE $ ATVI $ SQNS $ COP
ConsumerFeed,2016-11-01 16:55:23,2016-11-01 16:55:23,Acuity Brands Inc. $ AYI Upgraded by Wells Fargo & Co. to Outperform http:// zpr.io/Pgckm
StockTradePicks,2016-11-01 15:59:35,2016-11-01 15:59:35,Option trading signal alerts with over 70% accuracy. Read: http:// nasdaqnewsreports.blogspot.com/2016/10/option -trading-signals-for-aapl-goog-fb.html … $ QLGC $ AYI $ BNIKF $ OMX $ BAESF $ BGG $ PMIR $ LINC $ CPHR
